id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1241382295848403915,Cosy 2 bedroom appartment,10288927,Gill,,Binnenstad,51.04379430441559,3.7367510050535206,Entire home/apt,176,2,12,2025-06-01,2.06,1,84,12,
1242142598748296754,Gezellig huisje in Gent,39929748,Tessa,,Brugse Poort - Rooigem,51.06459,3.69935,Entire home/apt,90,4,1,2024-11-25,0.14,1,11,1,
1245621880177468133,2 bedroom stay near station,651974089,Johan,,Stationsbuurt Noord,51.03765218911904,3.708566801186359,Entire home/apt,119,2,0,,,1,140,0,
1246364090395308064,Gentle apartment - spacious vintage retreat.,13962409,Trui,,Watersportbaan - Ekkergem,51.0554016,3.707106599999999,Entire home/apt,185,3,4,2025-06-01,0.67,1,8,4,
1246986779212868995,Zesdrienegen,422396458,Charlotte,,Watersportbaan - Ekkergem,51.05192,3.70981,Entire home/apt,135,3,10,2025-06-08,1.09,1,216,10,
1247969843552590661,Cosy loft in the center of Ghent,24853434,Karolis,,Binnenstad,51.04621,3.72681,Entire home/apt,112,3,12,2025-06-10,1.52,1,15,12,
1248483216917779724,Bavohoeve Mendonk - Bavohuis (incl jacuzzi),597690365,,,Kanaaldorpen en -zone,51.148013,3.8246128,Entire home/apt,119,2,33,2025-06-16,3.68,4,299,33,
1249038641172672512,Bavohoeve Mendonk - Bavoloft (incl jacuzzi),597690365,,,Kanaaldorpen en -zone,51.14803,3.82447,Entire home/apt,133,2,22,2025-05-18,2.53,4,303,22,
1250695447743619836,Stephanie's house,86091372,Stephanie,,Ledeberg,51.02855599999999,3.7495951,Entire home/apt,,3,1,2025-02-02,0.21,2,0,1,
1250796654880471220,A room at Stephanie's house,86091372,Stephanie,,Ledeberg,51.02855599999999,3.7495951,Private room,,3,5,2025-05-05,0.57,2,0,5,
1252089385581911507,Huswell - Modern Studio with Views,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,112,2,5,2025-04-23,1.14,34,273,5,
1252089662587597022,Stylish Studio Retreat in Ghent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,99,2,3,2024-12-30,0.41,34,289,3,
1252089930930384339,Cozy Studio Retreat in Heart of Ghent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,105,2,1,2025-06-03,1,34,325,1,
1252090254622804427,Stylish Studio Retreat in Ghent City,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,107,2,1,2024-12-26,0.16,34,322,1,
1252090585533908779,Huswell - Chic Studio in Ghent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,92,2,2,2025-03-06,0.42,34,347,2,
1252090888108547892,Cozy Duplex Studio with City Views Ghent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,117,2,4,2025-04-21,0.60,34,263,4,
1252091238662762113,Chic Duplex Studio with City Views Ghent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,94,2,7,2025-02-21,0.95,34,347,7,
1252091604659865922,Cozy Duplex Studio in Ghent City,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,111,2,5,2025-02-08,0.56,34,287,5,
1252092006065613738,Stylish Studio Retreat in Central Gent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,101,2,7,2025-06-03,1.46,34,340,7,
1252092440901628954,Cozy Duplex Retreat in Ghent,472694401,Jean-Paul,,Binnenstad,51.0509305,3.722888,Entire home/apt,119,2,4,2025-01-01,0.56,34,324,4,
1252775680110699127,Modern luxe stadsappartement met gedeelde tuin,489936546,Remi,,Stationsbuurt Zuid,51.03476987292149,3.71043909984382,Entire home/apt,104,2,43,2025-06-14,4.90,12,295,43,
1253613728311817417,1597 Medieval Modern House,500758838,Benjamin,,Binnenstad,51.05304839999999,3.7210593,Entire home/apt,,2,1,2025-01-19,0.19,1,0,1,
1255128607158698007,'t Achterdek,654324382,Dries,,Sint Amandsberg,51.06064419549627,3.749155833424305,Entire home/apt,116,1,15,2025-06-21,3.28,1,235,15,
1256409499306600651,Maximiliaan appartement,11730018,Jan,,Stationsbuurt Noord,51.033202087659824,3.721743521961409,Entire home/apt,174,1,0,,,1,83,0,
1257115062706698871,Design appartement centrum Gent,200228773,Pauline,,Elisabethbegijnhof - Papegaai,51.04865352109744,3.716936519719486,Entire home/apt,137,2,14,2025-06-02,1.60,1,78,14,
1258642696260173113,La Maison Bleue - chambre TROIS,384806549,Ellen,,Elisabethbegijnhof - Papegaai,51.051293210639145,3.718157011039851,Private room,69,1,44,2025-06-22,6.06,3,46,44,
1259918436582330677,Lovely Sleek Room in a Vibrant Setting,651961264,Danesh,,Binnenstad,51.05163993537855,3.7253543870021586,Private room,51,30,0,,,15,184,0,
1260157119273761300,Flat near station in Gent,388614566,Morteza,,Stationsbuurt Noord,51.03602875816077,3.71345446743255,Entire home/apt,,2,8,2025-06-08,0.97,1,58,8,
1262226855810023918,Cozy city centre room w parkview,20694031,Dimitri,,Elisabethbegijnhof - Papegaai,51.056225574343564,3.712929392749792,Private room,72,2,3,2025-06-10,0.42,2,315,3,
1262906950250832591,Huswell - Cape Montigny - A Beautifully Renovated,472694401,Jean-Paul,,Binnenstad,51.0446356,3.726394,Entire home/apt,128,2,8,2025-05-30,0.98,34,333,8,
1263737560728953988,Sarah's house,5282403,Sarah,,Oostakker,51.0778839,3.7662186,Entire home/apt,200,2,1,2024-12-22,0.16,1,196,1,
1263747470575920332,Cozy room with balcony and parking near center,364751840,Kristof,,Sluizeken - Tolhuis - Ham,51.064222446580324,3.7231439751282,Private room,85,1,58,2025-06-21,6.82,1,314,58,
1267517383826147266,Maison Lapin,1993106,,,Sint Denijs Westrem,51.02281812025464,3.6528616115942243,Entire home/apt,80,4,0,,,1,195,0,
1270333155987773809,2Bangkok Residence,657794239,Nikki,,Brugse Poort - Rooigem,51.0604522,3.6929842,Private room,90,1,6,2025-06-09,0.94,3,187,6,
1273080897166582550,Huswell - Charming townhouse in Ghent perfect for,472694401,Jean-Paul,,Brugse Poort - Rooigem,51.05830049999999,3.6977077,Entire home/apt,213,2,16,2025-06-01,2.04,34,331,16,
1273809695742731398,cute huisje met prachtige tuin,202438487,Julie,,Stationsbuurt Noord,51.03308,3.72322,Private room,176,1,2,2024-11-23,0.25,1,364,2,
1274439859743219122,Cosy Colorful Modern Home,28701190,Sara,,Brugse Poort - Rooigem,51.0558016,3.6999623,Entire home/apt,,3,1,2024-12-30,0.17,1,0,1,
1274696153096662287,Room in a Charming House near Gravensteen,342329863,Edy,,Rabot  - Blaisantvest,51.06739746359206,3.726591973985344,Private room,59,1,70,2025-06-17,9.38,3,320,70,
1276122402184632697,Spacious Room Near Citycentre,342329863,Edy,,Rabot  - Blaisantvest,51.06742032173539,3.7269241501972545,Private room,58,1,77,2025-06-18,10.22,3,309,77,
1277275675661016299,Lits de Lo - Lo Sable,657407296,Isolde,,Stationsbuurt Noord,51.03859905964137,3.71285526506052,Private room,127,1,4,2025-05-06,0.62,6,296,4,
1277275873944728310,Lits de Lo - Lo Verde,657407296,Isolde,,Stationsbuurt Noord,51.036466352236495,3.713606505170895,Private room,127,1,0,,,6,297,0,
1277276052699539620,Lits de Lo - Lo Doux,657407296,Isolde,,Stationsbuurt Noord,51.03692,3.71266,Private room,127,1,6,2025-06-20,0.95,6,309,6,
1277276254601477527,Lits de Lo - Lo Brise,657407296,Isolde,,Stationsbuurt Noord,51.03715,3.71431,Private room,127,1,14,2025-05-16,2.18,6,300,14,
1277276407620743583,Lits de Lo - Lo Rêve,657407296,Isolde,,Stationsbuurt Noord,51.03713,3.71357,Private room,127,1,12,2025-04-06,1.87,6,303,12,
1279495471567751515,Cozy Retreat for Two in the Heart of Ghent,502108298,Eduardo,,Elisabethbegijnhof - Papegaai,51.05097079999999,3.7172998,Entire home/apt,76,1,26,2025-06-15,3.32,7,160,26,
1281123782366848985,Cozy home in Ghent,83578946,Bram,,Dampoort,51.05625938356258,3.7494291827668236,Entire home/apt,213,2,6,2025-04-06,1.02,1,30,6,
1283916552375351272,Spacious house with garden close to city center,29212917,Charlotte,,Stationsbuurt Noord,51.0366797681306,3.7299606438073254,Entire home/apt,101,2,5,2025-06-08,1.16,2,2,5,
1285328380249023365,Oh My Suite Duplex,493172924,Minne,,Binnenstad,51.053080018834066,3.725287578999996,Entire home/apt,187,2,10,2025-06-15,3.19,2,88,10,
1286118606441150088,Great loft with terrace middle in the center,247391038,Carine,,Binnenstad,51.0557234,3.7229702,Entire home/apt,250,1,1,2025-01-01,0.17,1,344,1,
1286157836342475595,Bright Central Studio,18749808,Astrid,,Binnenstad,51.058627172232924,3.7277827039361,Entire home/apt,62,5,2,2025-02-09,0.42,1,67,2,
1286859517448961859,"Ces Home, Home away home",135963419,,,Elisabethbegijnhof - Papegaai,51.05133876220535,3.710801730227263,Entire home/apt,,2,0,,,1,153,0,
1287619893534021961,Apartment overlooking the water,64653713,Hadeburg,,Macharius - Heirnis,51.0444028,3.7389633,Entire home/apt,58,25,0,,,1,223,0,
1289025583657410352,Huswell - Stylish apartment on top location,472694401,Jean-Paul,,Binnenstad,51.0506583,3.7275714,Entire home/apt,146,2,23,2025-05-31,3.47,34,319,23,
1289226280737728887,Cosy house. Free bikes included.,126441611,Frederik,,Sint Amandsberg,51.07324774605075,3.7528740000868406,Entire home/apt,,2,3,2024-12-05,0.41,1,0,3,
1290359241402263431,Lits de Lo - Lo Ciel,657407296,Isolde,,Stationsbuurt Noord,51.03875964635386,3.714078463751448,Private room,127,1,6,2025-05-03,0.91,6,187,6,
1290612557376944518,rooftop-studio topligging Gent,11715743,Lot,,Stationsbuurt Noord,51.0408845,3.707520399999999,Entire home/apt,80,2,22,2025-06-23,3.08,2,86,22,
1292648148074121115,Studio Retreat in the Centre of Ghent,659846787,Eduard,,Elisabethbegijnhof - Papegaai,51.0520783,3.7198764,Entire home/apt,63,1,18,2025-06-12,2.70,5,150,18,
1293234427467885642,Charming Studio Retreat for Two in Central Ghent,659846787,Eduard,,Elisabethbegijnhof - Papegaai,51.0520783,3.7198764,Entire home/apt,62,1,17,2025-06-15,2.46,5,168,17,
1293234997566870688,Cozy Studio for Two in Central Ghent,659846787,Eduard,,Elisabethbegijnhof - Papegaai,51.0520783,3.7198764,Entire home/apt,59,1,19,2025-06-20,2.78,5,159,19,
1293237030643747873,Comfort 1,331340556,Mounaim,,Binnenstad,51.0496959,3.7316576,Entire home/apt,88,1,44,2025-06-22,6.17,6,306,44,
1293239127559399916,Studio for 2 in City of Ghent,659846787,Eduard,,Elisabethbegijnhof - Papegaai,51.0520783,3.7198764,Entire home/apt,59,1,22,2025-06-15,3.82,5,149,22,
1293358135945384815,Comfort 2,331340556,Mounaim,,Binnenstad,51.05030841640274,3.7308476683901226,Private room,61,1,61,2025-06-22,8.59,6,278,61,
1294304361770004927,Cosy Comfort + Gratis Parking,479614327,Robin,,Binnenstad,51.04326046122632,3.7226227288077487,Entire home/apt,240,2,25,2025-06-21,5.24,1,118,25,
1295650501564139391,family room,657794239,Nikki,,Brugse Poort - Rooigem,51.0604522,3.6929842,Private room,188,1,1,2025-04-13,0.41,3,167,1,
1295838282784520388,Charmante appartement /studio,663510854,Jessy,,Mariakerke,51.07293277551295,3.659522871422332,Private room,49,3,9,2025-06-01,2.08,1,64,9,
1296304692612313822,8z dreamz 1,110115587,Nelson,,Binnenstad,51.0578774,3.7268169,Entire home/apt,93,1,13,2025-05-10,2.13,4,269,13,
1296312870081088525,8Z Dreamz 3,110115587,Nelson,,Binnenstad,51.0578774,3.7268169,Entire home/apt,126,1,19,2025-06-09,3.17,4,328,19,
1296320388144901782,8Z Dreamz 3,110115587,Nelson,,Binnenstad,51.0578774,3.7268169,Entire home/apt,127,1,1,2025-05-18,0.79,4,320,1,
1297659505010959877,Lichtrijk appartement op toplocatie in Gent2,182753172,Anthony,,Binnenstad,51.05175,3.72967,Entire home/apt,119,1,8,2025-06-12,2.20,4,295,8,
1297697949701766396,Luxueuze loft met prachtig zicht,225863645,Lore,,Binnenstad,51.05347,3.73177,Entire home/apt,,2,12,2025-05-29,2.16,1,0,12,
1300045654303591810,Gent Gently apartment in center,510845010,Laura,,Binnenstad,51.059696250737886,3.725710106880404,Entire home/apt,135,2,11,2025-06-01,2.34,2,292,11,
1300636050478894655,Scala,448402814,Peter,,Dampoort,51.04999143531771,3.765096351837154,Entire home/apt,132,2,17,2025-05-18,2.56,1,327,17,
1301057574194469084,kamer gent centrum,664639410,Thibeau,,Binnenstad,51.058156688833996,3.725889962283274,Private room,69,1,1,2024-12-22,0.16,1,90,1,
1302860793057189775,2BR+1LR Apt. Only 15-Mins to Gravensteen Castle,651961264,Danesh,,Binnenstad,51.041376925670306,3.731388355535246,Entire home/apt,122,1,31,2025-06-24,4.65,15,344,31,
1303541470447990748,Charming 1-Bedroom Retreat Near Ghent City Center,68361339,Tony,,Binnenstad,51.0409567,3.727684,Entire home/apt,61,1,16,2025-06-09,2.73,8,163,16,
1305226798418319867,Luxury Duplex Penthouse With Designer Furniture,502108298,Eduardo,,Elisabethbegijnhof - Papegaai,51.0490128,3.713107099999999,Entire home/apt,275,1,12,2025-06-09,2.06,7,158,12,
1307819906767038184,Bavohoeve Mendonk - Bavoschuur (incl. Jacuzzi),597690365,,,Kanaaldorpen en -zone,51.147905314859045,3.824484053967301,Entire home/apt,133,2,15,2025-06-24,2.49,4,303,15,
1308858667563629979,Single room in a bright home,20482518,Lot,,Brugse Poort - Rooigem,51.05911381643921,3.6970083274709866,Private room,51,3,2,2025-03-30,0.50,2,145,2,
1310250268302458385,"SoGo Guesthouse, room ""Ayana""",433468746,Fre & Mur,,Binnenstad,51.04874185225124,3.7284376883605974,Private room,94,2,17,2025-06-16,2.67,4,53,17,
1310884432159344011,Design mansion in city center,3255623,Pieter Alex L,,Binnenstad,51.04954555733342,3.7327124269836354,Entire home/apt,286,2,15,2025-06-16,3.69,1,275,15,
1311586000225540387,Charme Appartement Centrum Gent,656305178,Veronique,,Elisabethbegijnhof - Papegaai,51.052863718107545,3.7167561393028645,Entire home/apt,155,2,17,2025-06-24,2.90,1,310,17,
1313095087490216535,"Gezellig huis in fijne buurt, GENT",32810017,Carmen,,Muide - Meulestede - Afrikalaan,51.0876153,3.7285922,Entire home/apt,99,2,2,2025-02-19,0.44,1,266,2,
1315923725387236715,Lichtrijk en ruim gelijkvloers app vlakbij Centrum,489936546,Remi,,Stationsbuurt Noord,51.03793563574148,3.7111381570913475,Entire home/apt,154,2,28,2025-06-20,4.80,12,284,28,
1316629808924505511,Exclusive suite 1,331340556,Mounaim,,Binnenstad,51.04977253153845,3.731461688876152,Entire home/apt,89,1,36,2025-06-23,6.51,6,287,36,
1317384615354761224,WeZienWel House (privé 2-p kamer in gedeeld huis),15590605,Thomas,,Stationsbuurt Noord,51.0342324,3.7256538,Private room,62,2,11,2025-06-17,1.84,2,355,11,
1317426395687024203,"Charmant,  gerenoveerd app. nabij hartje Gent (+1)",489936546,Remi,,Stationsbuurt Noord,51.036333858088085,3.710883150849151,Entire home/apt,138,2,31,2025-06-10,5.17,12,280,31,
1317449674649482618,Trendy gerenoveerd app. - Gentse stadsrand (op +3),489936546,Remi,,Stationsbuurt Noord,51.03627249587879,3.7095752703059284,Entire home/apt,118,2,19,2025-06-15,3.96,12,307,19,
1317459523321839138,Comfortabele Studio 3p vlakbij Gent centrum(op +2),489936546,Remi,,Stationsbuurt Noord,51.03828535014515,3.710196050340674,Entire home/apt,119,2,15,2025-06-19,2.51,12,344,15,
1317507581785627631,Charmante Studio 3p nabij bruisend Centrum (op +2),489936546,Remi,,Stationsbuurt Noord,51.037001032357374,3.7109144678415267,Entire home/apt,132,2,15,2025-06-15,2.53,12,330,15,
1318010789982214010,Lichtrijk appartement,37039753,Anse,,Macharius - Heirnis,51.0502214,3.7404533,Entire home/apt,99,2,5,2025-04-20,1.06,1,172,5,
1318207429594773162,Living Gent,165646751,Roel,,Binnenstad,51.05071419999999,3.7273689,Entire home/apt,183,2,2,2025-03-30,0.59,1,286,2,
1318225329294888588,ecologische woning a/d stadsrand,561849519,Katrien,,Wondelgem,51.08381290199944,3.7110329725592934,Private room,,1,1,2025-02-09,0.22,4,0,1,
1318244737299276004,Nieuw gerenoveerd stadshuis in Gent voor 4 pers.,433406858,Donald,,Sluizeken - Tolhuis - Ham,51.0587344721715,3.735472760287341,Entire home/apt,134,2,12,2025-06-15,2.05,7,303,12,
1320875804986152359,Vernieuwd 2 slaapk. appartement,386752207,Ilse,,Binnenstad,51.03939,3.72653,Entire home/apt,96,4,3,2025-04-21,0.62,1,92,3,
1321032936825495389,Spacious room in the city center,669084170,Weena,,Binnenstad,51.04887,3.72241,Entire home/apt,107,2,3,2025-04-21,0.63,1,359,3,
1322576621848261535,Penthouse with exceptional view,46627343,Lili,,Macharius - Heirnis,51.04858,3.73894,Entire home/apt,166,3,3,2025-05-31,1.14,1,304,3,
1323320106315755888,Ruime en zonnige woning met tuin,198607722,Hans-Peter,,Wondelgem,51.09127,3.70553,Entire home/apt,108,2,0,,,1,24,0,
1324430331503811379,Residentie Violetta,515156225,Carl,,Elisabethbegijnhof - Papegaai,51.0584,3.71201,Entire home/apt,90,28,0,,,3,319,0,
1325288023426473497,Room with a view,57012030,Annick Yvonne A,,Muide - Meulestede - Afrikalaan,51.06486,3.73752,Entire home/apt,118,2,20,2025-06-22,4.20,1,248,20,
1325532041976250799,Lynn’s place,654647211,Lynn,,Sluizeken - Tolhuis - Ham,51.05714,3.73463,Entire home/apt,110,2,31,2025-06-23,6.50,1,272,31,
1326049810177525007,Downtown Gem Overlooking Ghent's Beauty,68361339,Tony,,Binnenstad,51.05565,3.72256,Entire home/apt,62,2,26,2025-06-15,5.38,8,167,26,
1326169749141580941,friends & fam room,657794239,Nikki,,Brugse Poort - Rooigem,51.06004,3.69309,Private room,205,1,1,2025-03-30,0.34,3,188,1,
1326703205300444152,Flamingo Studio,669340193,Tommy,,Ledeberg,51.032,3.73491,Entire home/apt,100,1,0,,,1,56,0,
1327718967262486896,Lichtrijk appartement op toplocatie in Gent,182753172,Anthony,,Binnenstad,51.05045,3.73035,Entire home/apt,100,1,7,2025-06-21,2.63,4,296,7,
1328369225994747189,Penthouse in Gent,51661524,Matthias,,Moscou - Vogelhoek,51.02857,3.74812,Entire home/apt,117,2,13,2025-04-28,3.15,1,57,13,
1328434471237511324,Vree Wijs,41017898,Brecht,,Dampoort,51.04846,3.74815,Entire home/apt,,5,5,2025-06-14,1.34,1,0,5,
1328757378281869566,Splinternieuwe bemeubelde kamer,427078056,Zara,,Sint Amandsberg,51.06054,3.74447,Private room,66,2,1,2025-02-03,0.21,1,296,1,
1329804025038195829,Cozy Studio - Heart of Ghent's Historic CityCenter,651961264,Danesh,,Binnenstad,51.051184476990144,3.7265215820610367,Private room,70,1,16,2025-06-13,3.12,15,340,16,
1330235987554419237,Stylish Duplex with Stunning City Views,554157059,Eduard,,Binnenstad,51.0501026,3.729164099999999,Entire home/apt,93,1,17,2025-06-13,3.54,2,142,17,
1331167347272108936,Studio Cosy (2p),14323217,Eva & Michaël,,Rabot  - Blaisantvest,51.06116,3.71581,Entire home/apt,100,2,27,2025-06-20,6.53,1,173,27,
1331837247488706714,cozy,445509966,Irfan,,Stationsbuurt Noord,51.03432039341608,3.7208334963528604,Private room,47,6,1,2025-03-15,0.29,1,360,1,
1333303850642392650,De Lousberg,172672591,,,Macharius - Heirnis,51.04365,3.73937,Entire home/apt,84,2,15,2025-06-23,2.87,1,55,15,
1333354156956007528,The Green Sunny Ghent,36635563,Maël,,Wondelgem,51.0759778688051,3.709025169311513,Entire home/apt,82,1,67,2025-06-22,12.72,3,245,67,
1334015805281230651,Charming Historic Apartment in the Heart of Ghent,665658644,Eduard,,Binnenstad,51.0565036,3.7213833,Entire home/apt,103,1,7,2025-05-30,1.53,2,100,7,
1334016195221096457,Charming apartment with authentic character,665658644,Eduard,,Binnenstad,51.0565036,3.7213833,Entire home/apt,89,1,5,2025-04-13,1.04,2,288,5,
1334576682895518523,Sleek city stays appartment 3,673096138,Nicolas,,Binnenstad,51.050283872985375,3.7291926179879997,Entire home/apt,153,1,31,2025-06-21,6.20,6,105,31,
1334608385168482445,Sleek city stay appartment 5,673096138,Nicolas,,Binnenstad,51.05185863086701,3.7285263539286677,Entire home/apt,140,1,12,2025-06-15,2.38,6,117,12,
1334613821190231239,Sleek city stay appartment 6,673096138,Nicolas,,Binnenstad,51.05042345296654,3.7299870155906,Entire home/apt,144,1,11,2025-05-28,2.26,6,138,11,
1334621391792095356,Sleek city stay appartment 4,673096138,Nicolas,,Binnenstad,51.05070207396365,3.7285689119454086,Entire home/apt,146,1,8,2025-05-26,1.88,6,144,8,
1334625378206801527,Sleek city stay appartment 2,673096138,Nicolas,,Binnenstad,51.05067678522905,3.7292018940814535,Entire home/apt,115,1,0,,,6,115,0,
1334629003105528144,Sleek city stay appartment 1,673096138,Nicolas,,Binnenstad,51.05173349044214,3.728983432860268,Entire home/apt,116,1,1,2025-03-02,0.26,6,107,1,
1334684011806603096,Knusse zolderkamer in Gent,57627273,Sara,,Drongen,51.055076388799776,3.6597110875884242,Private room,60,2,4,2025-05-11,1.48,1,209,4,
1335412317732809551,Bright waterside apartment,33036017,Bregt,,Sluizeken - Tolhuis - Ham,51.06121223243883,3.735305925498014,Entire home/apt,97,5,2,2025-06-01,0.43,1,59,2,
1335644830310801040,Cozy ecological home & garden,16107931,Alexia,,Dampoort,51.05038629646926,3.7583935051791846,Entire home/apt,189,2,4,2025-06-22,2.67,1,258,4,
1340507779693036632,Huswell - Home away from home in center of Ghent,472694401,Jean-Paul,,Binnenstad,51.0461167,3.7219354,Entire home/apt,149,1,7,2025-06-21,1.46,34,297,7,
1340509633262548599,Studio met tuin/parking centrum,17830474,Annelies,,Elisabethbegijnhof - Papegaai,51.0471,3.71906,Entire home/apt,109,3,7,2025-06-20,2.21,2,170,7,
1340522988644515728,House - 2 bedrooms - Gent,17292810,Laurent,,Dampoort,51.060346098485546,3.7421250334196157,Entire home/apt,99,1,0,,,1,30,0,
1343320488237583517,Mooie studio Gent Citadel,269151195,Valerie,,Stationsbuurt Noord,51.03529098258155,3.717225825772593,Entire home/apt,,1,0,,,2,0,0,
1343392960786265521,Lichtrijk appartement Gent,269151195,Valerie,,Stationsbuurt Noord,51.03617881745429,3.7169763113360927,Entire home/apt,,1,0,,,2,0,0,
1343524109138133342,The Green Gate,515319085,Bennie,,Stationsbuurt Noord,51.03291662178001,3.7302808329159407,Entire home/apt,60,2,9,2025-06-22,2.08,1,11,9,
1345102053632547097,Kleurrijke hoekwoning,93197394,Merel,,Sint Amandsberg,51.06733989326258,3.7501025968585995,Entire home/apt,174,2,12,2025-05-31,2.65,1,175,12,
1345430518730959666,3 Lovely & Comfortable Studios @Heart of Gent,666129800,Abdullah Rashid,,Binnenstad,51.05184879687588,3.7260980185688206,Private room,,1,1,2025-03-23,0.32,4,0,1,
1346425506898077339,Apartment in Gent,576798581,,,Binnenstad,51.04308043531616,3.730949276180989,Entire home/apt,85,1,0,,,1,172,0,
1347479559463589129,Brooklyn Five - Spacious Loft In Ghent,86368262,Vincent,,Binnenstad,51.05442082350628,3.7295744195580482,Entire home/apt,186,2,14,2025-06-10,3.23,6,251,14,
1348116063794544583,Penthouse with a Neo-Gothic Parish church view,676641685,Kubilay,,Rabot  - Blaisantvest,51.06151889855654,3.710227966460446,Entire home/apt,256,1,1,2025-06-09,1,1,188,1,
1350143710229212057,Tender House Gent,121190091,Aude,,Stationsbuurt Noord,51.038684376119264,3.707923681483559,Entire home/apt,89,3,9,2025-06-23,2.08,1,191,9,
1350451118648439634,Stylish town house,8604293,Maaike,,Sint Amandsberg,51.061067195964995,3.748200258864501,Entire home/apt,280,10,1,2025-05-17,0.77,2,289,1,
1350547273874241165,Trendy Waterfront Apartment,259911352,,,Binnenstad,51.0549427,3.7334852,Entire home/apt,220,2,2,2025-04-27,0.91,1,85,2,
1350551175148910116,Ghent Getaway: Cozy Retreat for Two,659846787,Eduard,,Elisabethbegijnhof - Papegaai,51.0520783,3.7198764,Entire home/apt,59,1,13,2025-06-13,3.45,5,151,13,
1350686167075528461,Bavohoeve Mendonk - Cosyhouse  (incl jacuzzi),597690365,,,Kanaaldorpen en -zone,51.1480298917223,3.824353627860546,Entire home/apt,129,2,2,2025-06-09,2,4,311,2,
1353149906270199710,Beautiful townhouse in Ghent,996824,Annabell,,Macharius - Heirnis,51.04836020810935,3.7421722960235586,Private room,96,1,0,,,1,361,0,
1353546851072374439,Anna’s Apartment / Entire apt in Gent,544213636,Archyi,,Oud Gentbrugge,51.03747323232898,3.750911025520379,Entire home/apt,109,2,3,2025-06-09,1.05,5,37,3,
1354835584442215570,Art deco architecturale monument,5883895,Annelore,,Stationsbuurt Zuid,51.031365273133964,3.7164439618916485,Entire home/apt,462,4,0,,,9,365,0,
1355927225829489429,Stijlvol verblijf in historisch pand.,52390386,Ruben,,Binnenstad,51.042472599663995,3.7321481781690657,Entire home/apt,86,2,4,2025-06-09,1.62,2,53,4,
1358103967936989512,Gezellige woning in Gent,457050588,Stephanie,,Ledeberg,51.03487149999999,3.7464082,Entire home/apt,119,2,5,2025-06-09,1.35,1,37,5,
1358756567509615906,"A&B at Citadel Park, private bathroom",277634214,,,Stationsbuurt Noord,51.04004436501097,3.719470942136499,Private room,,1,2,2025-03-23,0.63,3,0,2,
1359251453147682549,Heerlijke studio aan de Leie,8604293,Maaike,,Elisabethbegijnhof - Papegaai,51.0483954,3.7196162,Entire home/apt,78,7,4,2025-05-18,0.98,2,44,4,
1360154622592971002,Oh My Suite,493172924,Minne,,Binnenstad,51.053171909486416,3.725137375295162,Entire home/apt,187,2,12,2025-05-24,3.13,2,87,12,
1360276238227821429,Cosy house near Ghent,4980531,Gust,,Drongen,51.04541152453412,3.6290725193033513,Entire home/apt,77,2,20,2025-06-10,5.94,1,28,20,
1362802419656008623,Under the Cathedral,86891875,Tania,,Binnenstad,51.05279992997706,3.7283504418617053,Entire home/apt,,30,0,,,1,0,0,
1364303612270678169,ArChyi / Entire Loft Studio City Center,544213636,Archyi,,Macharius - Heirnis,51.05098340626554,3.7414829110329197,Entire home/apt,116,2,4,2025-05-05,1.38,5,64,4,
1364371606742980272,Gezellige woning met veel licht,3867287,Riet,,Oud Gentbrugge,51.04284464902426,3.7542852759361263,Entire home/apt,,4,6,2025-06-01,1.65,2,7,6,
1364965842054579127,Private floor with terrace near the water,361749457,Aude,,Mariakerke,51.07654846688545,3.6793367510569848,Private room,96,1,23,2025-06-21,6.45,1,269,23,
1365033862012310290,Charming Stay in Gent City Center,472694401,Jean-Paul,,Elisabethbegijnhof - Papegaai,51.0574304,3.7126163,Entire home/apt,254,2,5,2025-06-01,1.88,34,292,5,
1365212451156488696,Top location spacious apartment. Lots of light.,681145885,Melissa,,Binnenstad,51.043687826055866,3.7303763529051115,Private room,56,4,2,2025-05-28,0.56,1,345,2,
1365312926393088420,Centrally located studio in Ghent,360061556,Jonas,,Elisabethbegijnhof - Papegaai,51.05627275631745,3.7090712539672843,Entire home/apt,80,2,23,2025-06-22,6.76,1,150,23,
1365977240070755721,Gezellige lichtrijke woning met zonnige tuin,681362146,Anne,,Gentbrugge,51.0403947,3.7668521,Entire home/apt,90,2,7,2025-06-23,2.84,1,46,7,
1370739209717392483,Cozy Studio,508183357,Mohammad,,Binnenstad,51.036762720873185,3.7318361883606155,Entire home/apt,65,2,9,2025-06-09,2.84,1,167,9,
